"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensgene","symbol"
"ENSG00000000003.15",780.748686590641,-0.0214552386592663,0.120496620568308,-0.178056766721549,0.858678394557401,0.912526851132146,"ENSG00000000003","TSPAN6"
"ENSG00000000457.14",942.097091904173,-0.0154507966874739,0.0774348402978827,-0.199532879877281,0.841845925996632,0.902609857585738,"ENSG00000000457","SCYL3"
"ENSG00000000460.17",1243.57322638879,-0.572835165565497,0.116881363977883,-4.90099658380006,9.53517146542548e-07,8.68903919268374e-06,"ENSG00000000460","C1orf112"
"ENSG00000001036.14",2541.68116201849,0.0256380928605305,0.0565375363039213,0.453470287822788,0.65021013372567,0.769730430494939,"ENSG00000001036","FUCA2"
"ENSG00000001084.13",3360.62443716859,0.111776937034049,0.0472252894493297,2.36688728300924,0.0179383951543853,0.0491943652045699,"ENSG00000001084","GCLC"
"ENSG00000001167.15",297.994113725379,-0.264839630649977,0.176882864315209,-1.4972599617,0.134325628582719,0.247017081408125,"ENSG00000001167","NFYA"
"ENSG00000001461.17",856.958080367667,0.333492416407558,0.102311252531136,3.25958687981135,0.00111574602177978,0.00473807341641365,"ENSG00000001461","NIPAL3"
"ENSG00000001497.18",2127.16229525537,0.00590893660223652,0.101279224803522,0.0583430275429109,0.953475394841714,0.974314844154,"ENSG00000001497","LAS1L"
"ENSG00000001561.7",316.406915443037,-0.12896377089401,0.138568741733647,-0.930684433448202,0.352016824267006,0.501543193813973,"ENSG00000001561","ENPP4"
"ENSG00000001617.12",337.142165338353,-0.309275320107552,0.157188854351727,-1.96753975581192,0.0491210172989507,0.11217187532447,"ENSG00000001617","SEMA3F"
"ENSG00000001629.10",7311.2598458575,0.0715538127382643,0.0438269637134698,1.63264362108372,0.102543971288909,0.2011071108779,"ENSG00000001629","ANKIB1"
"ENSG00000001630.18",11526.595706685,0.0582982174519143,0.0423009136025371,1.37817868426411,0.168148126717303,0.292776205030452,"ENSG00000001630","CYP51A1"
"ENSG00000001631.17",1848.32907058477,-0.0169015363861091,0.101296437092928,-0.166852229665332,0.867486321329905,0.917696455454754,"ENSG00000001631","KRIT1"
"ENSG00000002016.18",553.097968443738,0.200977107972506,0.144970827162562,1.38632793856616,0.165646789476837,0.289654193146451,"ENSG00000002016","RAD52"
"ENSG00000002549.13",2280.68290897814,0.220806096045462,0.0958212481829389,2.30435420360947,0.0212027685499959,0.0567278668924446,"ENSG00000002549","LAP3"
"ENSG00000002586.20",6403.49918567091,-0.34779918575912,0.0390665517072586,-8.90273573069155,5.44867982641883e-19,2.42138427140853e-17,"ENSG00000002586","CD99"
"ENSG00000002822.16",748.969803106885,-0.309020083642034,0.126490552682865,-2.44302896214553,0.0145645684105498,0.041541019354724,"ENSG00000002822","MAD1L1"
"ENSG00000002834.18",5645.30884364223,0.206395654019066,0.0514342193361948,4.01280813984909,6.00006792253553e-05,0.000364910434130355,"ENSG00000002834","LASP1"
"ENSG00000003056.8",5459.11040361737,-0.0838279411589702,0.0478400026591963,-1.75225619772945,0.0797297642446032,0.165198981002183,"ENSG00000003056","M6PR"
"ENSG00000003096.14",9119.7018386182,-0.2020568612984,0.0407185172093364,-4.96228436462,6.96688944497766e-07,6.55095574677004e-06,"ENSG00000003096","KLHL13"
"ENSG00000003147.19",11477.8408631551,0.501055025873058,0.0588105447089598,8.51981610360296,1.59806862691971e-17,6.24646532639054e-16,"ENSG00000003147","ICA1"
"ENSG00000003249.15",1871.84691803038,0.154962820391044,0.0615649987762585,2.5170603991111,0.0118338540806561,0.0349629178493316,"ENSG00000003249","DBNDD1"
"ENSG00000003393.16",2705.07098132411,0.097952282311064,0.0510442531766167,1.91896788012829,0.054988398929485,0.122692865111413,"ENSG00000003393","ALS2"
"ENSG00000003402.21",1774.91674124525,0.224231541332433,0.112771451752276,1.9883715058045,0.0467706177578853,0.107630708248163,"ENSG00000003402","CFLAR"
"ENSG00000003436.16",413.95925443957,-0.192465235805616,0.178721775859151,-1.07689863129659,0.28152555464517,0.42801017385476,"ENSG00000003436","TFPI"
"ENSG00000003509.16",1673.38596962256,-0.0928459501950739,0.0688351277176953,-1.34881641501198,0.17739594085841,0.304961561250974,"ENSG00000003509","NDUFAF7"
"ENSG00000003756.17",5999.16538330935,0.392478378665937,0.115272258962148,3.40479471990581,0.000662138078151293,0.00300869699490893,"ENSG00000003756","RBM5"
"ENSG00000003987.14",1415.5381195512,0.0231269077129016,0.0774546845765629,0.298586300355287,0.765255719599962,0.851136056699395,"ENSG00000003987","MTMR7"
"ENSG00000003989.18",11373.8464620717,-0.49750362011647,0.0425855883223755,-11.6824409316677,1.56729158001858e-31,1.4724291949122e-29,"ENSG00000003989","SLC7A2"
"ENSG00000004059.11",2741.11960740515,0.0577612472611022,0.0509574376946863,1.13351946004784,0.256996173798588,0.399655731288351,"ENSG00000004059","ARF5"
"ENSG00000004139.14",4390.64613560468,0.243729129195248,0.0544482925273391,4.47634109137341,7.59331380602563e-06,5.71499584416968e-05,"ENSG00000004139","SARM1"
"ENSG00000004142.12",2187.20429696149,0.0552893991943628,0.066078821230691,0.836718908791356,0.402750587938904,0.552794924622025,"ENSG00000004142","POLDIP2"
"ENSG00000004399.13",642.452576012472,0.22104410790147,0.161735971928264,1.36669724901712,0.171720220504818,0.297882015161419,"ENSG00000004399","PLXND1"
"ENSG00000004455.18",11271.576118575,-0.0367580516637846,0.0373493185713094,-0.984169271886557,0.325032291580371,0.473618482017111,"ENSG00000004455","AK2"
"ENSG00000004478.8",11829.7448332156,0.0496502320640565,0.0588045952122759,0.844325717825733,0.3984874187197,0.548419462154715,"ENSG00000004478","FKBP4"
"ENSG00000004487.18",14073.6543740986,-0.0444319134324523,0.0378306974884277,-1.17449363565247,0.24019735966186,0.381282602931454,"ENSG00000004487","KDM1A"
"ENSG00000004534.15",4815.89347857728,0.0355928540838763,0.11610135554842,0.306567084559426,0.759172910654648,0.846789148441965,"ENSG00000004534","RBM6"
"ENSG00000004660.15",987.605710426834,0.29550007559281,0.102908872762925,2.87147325258886,0.00408563356035587,0.0142997174612455,"ENSG00000004660","CAMKK1"
"ENSG00000004700.16",3632.51904779049,-0.236949242796733,0.078193013426354,-3.03031220327508,0.00244301062129927,0.00930133087597411,"ENSG00000004700","RECQL"
"ENSG00000004766.17",1689.00018936654,-0.431077329496373,0.0895628275617903,-4.81312773649278,1.48586247968302e-06,1.31300224070999e-05,"ENSG00000004766","VPS50"
"ENSG00000004777.19",400.368515115369,-0.0146968054770666,0.169945449976534,-0.0864795466962837,0.931085214523881,0.959484523001132,"ENSG00000004777","ARHGAP33"
"ENSG00000004779.10",2922.07867320167,0.036063338753589,0.0510177819825391,0.706877824793162,0.479642405630806,0.62562052908366,"ENSG00000004779","NDUFAB1"
"ENSG00000004848.8",685.50726145815,0.264570240881224,0.116119154546818,2.27843754041932,0.0227005218768172,0.0600006390179447,"ENSG00000004848","ARX"
"ENSG00000004864.14",6415.29254763812,-0.0981297719594657,0.0540471757189522,-1.81563181894545,0.0694268692563754,0.147619966197296,"ENSG00000004864","SLC25A13"
"ENSG00000004866.22",2885.91863908728,0.0907693253986129,0.0570516480093966,1.59100268906628,0.111608970594489,0.214550176064148,"ENSG00000004866","ST7"
"ENSG00000004866.22",2885.91863908728,0.0907693253986129,0.0570516480093966,1.59100268906628,0.111608970594489,0.214550176064148,"ENSG00000004866","ST7"
"ENSG00000004897.12",8769.49619436858,-0.261266283942145,0.0384285684016609,-6.79875141877138,1.05529720781093e-11,2.2031643461316e-10,"ENSG00000004897","CDC27"
"ENSG00000004961.15",1312.11502515904,0.0464413266681084,0.0783296871376698,0.592895597635729,0.553251024424775,0.689632038127251,"ENSG00000004961","HCCS"
"ENSG00000004975.12",1537.7973496584,-0.0583661677937677,0.0743759962448304,-0.784744685659583,0.432603277360512,0.582350565677613,"ENSG00000004975","DVL2"
"ENSG00000005007.13",4628.85370895647,-0.0064924490540349,0.0509704395208133,-0.127376752389663,0.898642215255006,0.938093051564574,"ENSG00000005007","UPF1"
"ENSG00000005022.6",15430.6067519342,0.0341207134107303,0.0436647152402887,0.781425304687381,0.434552392950976,0.584285916267723,"ENSG00000005022","SLC25A5"
"ENSG00000005059.16",392.559815849567,-0.828199106142944,0.121959027333192,-6.79079789543013,1.11515055877723e-11,2.31908009407847e-10,"ENSG00000005059","MCUB"
"ENSG00000005100.13",4515.68317091542,0.179141925426496,0.0438322532388648,4.0869887397816,4.37008320664168e-05,0.00027354524338476,"ENSG00000005100","DHX33"
"ENSG00000005108.17",14957.1092940623,-0.0200662817384976,0.0410867612289755,-0.488388014491303,0.625275029783631,0.749825951067371,"ENSG00000005108","THSD7A"
"ENSG00000005156.12",8497.78004352492,-0.139300751702599,0.0669425565585934,-2.08089978727764,0.0374430796371235,0.090143708741079,"ENSG00000005156","LIG3"
"ENSG00000005175.10",3368.7232041614,0.0362647195847342,0.0677438365424924,0.535321313873138,0.592427690446442,0.722590460895775,"ENSG00000005175","RPAP3"
"ENSG00000005194.15",3199.22993313877,-0.0176634754754919,0.0746530692553304,-0.236607491851123,0.812961307567566,0.884287814375365,"ENSG00000005194","CIAPIN1"
"ENSG00000005206.17",921.364706826406,0.190362898472292,0.155095225079473,1.227393676206,0.219674662075095,0.357204785414279,"ENSG00000005206","SPPL2B"
"ENSG00000005238.20",252.892164252259,-0.0130574789535653,0.663512820533558,-0.0196793167358323,0.984299190439035,0.99240650351989,"ENSG00000005238","FAM214B"
"ENSG00000005249.13",5690.31971257537,0.321269187131152,0.045381337321091,7.0793239268831,1.44859421035084e-12,3.27308944996993e-11,"ENSG00000005249","PRKAR2B"
"ENSG00000005302.19",1151.7038145313,0.0715505747201079,0.0770367008780127,0.928785551621791,0.353000233681465,0.502476409187732,"ENSG00000005302","MSL3"
"ENSG00000005339.15",4951.71517559776,0.00163001404783555,0.0685031659916552,0.0237947257508377,0.981016347100928,0.990575411584669,"ENSG00000005339","CREBBP"
"ENSG00000005379.17",421.322578589757,-0.186787927369361,0.175365649493484,-1.06513406649973,0.286815265131275,0.434024832686862,"ENSG00000005379","TSPOAP1"
"ENSG00000005436.14",4350.57805506285,0.212233084479282,0.0513791121329603,4.13072697578073,3.61617854905226e-05,0.000230120453121508,"ENSG00000005436","GCFC2"
"ENSG00000005448.17",1391.84104243982,-0.00530898186108795,0.0724021096163306,-0.0733263421358993,0.94154643012625,0.966266986072454,"ENSG00000005448","WDR54"
"ENSG00000005469.12",930.09525785908,0.411399501703254,0.103147492247048,3.98845859207038,6.65040081542866e-05,0.000399471636193163,"ENSG00000005469","CROT"
"ENSG00000005483.22",2785.24999297484,-0.00884426454610627,0.0588849178253196,-0.150195752541296,0.880610176864862,0.926275289159564,"ENSG00000005483","KMT2E"
"ENSG00000005486.17",1025.58815594042,0.241233524527301,0.101748462792258,2.37088126844563,0.0177457306755863,0.0487825399218504,"ENSG00000005486","RHBDD2"
"ENSG00000005700.15",7572.79989779648,-0.0791817160815343,0.0355065603945656,-2.23005876101852,0.0257435421156135,0.066468981691953,"ENSG00000005700","IBTK"
"ENSG00000005801.18",5305.46452517383,0.281502973533981,0.0705986522927552,3.98737035895044,6.68096898647895e-05,0.000400871068751643,"ENSG00000005801","ZNF195"
"ENSG00000005810.20",5432.81753712963,-0.0285108915875475,0.23660669506396,-0.120499090610435,0.904087799984861,0.942179657277208,"ENSG00000005810","MYCBP2"
"ENSG00000005812.11",2339.24098918352,0.00479117564840101,0.0549822555460078,0.0871403983125406,0.930559914289283,0.959127772306632,"ENSG00000005812","FBXL3"
"ENSG00000005882.12",891.028505462498,0.149245138147588,0.123713556835093,1.20637658447188,0.227672320362648,0.366782573869429,"ENSG00000005882","PDK2"
"ENSG00000005889.16",2735.94031933808,0.00442106267789905,0.113624374235667,0.0389094567749113,0.968962576863805,0.984663354029408,"ENSG00000005889","ZFX"
"ENSG00000005893.16",4758.03473413631,0.101789876579948,0.0412153068413233,2.46971051245193,0.0135222430555845,0.0391731736882093,"ENSG00000005893","LAMP2"
"ENSG00000006007.12",3409.78861629986,0.0861687529161615,0.0647109664131735,1.33159428289143,0.182993544614297,0.311555758045786,"ENSG00000006007","GDE1"
"ENSG00000006118.15",5364.47572155671,0.150746539518267,0.0622415310847693,2.42196065699218,0.0154370217277906,0.0436113169888255,"ENSG00000006118","TMEM132A"
"ENSG00000006125.18",32178.8078630161,-0.0800830331314951,0.0440407072120112,-1.81838662912421,0.0690050605395632,0.146924955291958,"ENSG00000006125","AP2B1"
"ENSG00000006194.10",1546.67867019763,-0.216574309258948,0.0661606448273373,-3.2734612823704,0.00106238944210053,0.00453856837849886,"ENSG00000006194","ZNF263"
"ENSG00000006210.7",1417.667707373,0.147813250445622,0.0860254269069473,1.71825070517244,0.0857508965062292,0.174898514869875,"ENSG00000006210","CX3CL1"
"ENSG00000006282.21",1778.69735372227,0.195871502378249,0.062542832812508,3.13179773876627,0.00173739522035785,0.00691728728997494,"ENSG00000006282","SPATA20"
"ENSG00000006377.11",1414.44588454456,0.0409656882943095,0.0750987077465071,0.545491254424612,0.585415693826645,0.716921376325539,"ENSG00000006377","DLX6"
"ENSG00000006451.8",6726.43293866173,-0.104670001236511,0.0388350148413029,-2.69524813275439,0.00703362308275694,0.0225741993456179,"ENSG00000006451","RALA"
"ENSG00000006459.11",7147.76159904464,0.423288363136323,0.0477916567294876,8.85695102666639,8.22326392437835e-19,3.59474108694254e-17,"ENSG00000006459","KDM7A"
"ENSG00000006468.14",6026.10354258944,0.0648399818423518,0.0584423896905279,1.10946835312008,0.2672281894047,0.411622883435113,"ENSG00000006468","ETV1"
"ENSG00000006530.18",2957.94388493045,-0.0117355774463337,0.0532354788944447,-0.220446545988682,0.825523398424247,0.892344900401919,"ENSG00000006530","AGK"
"ENSG00000006576.17",6343.55803823004,-0.0639128644186168,0.0490722750093076,-1.30242309749231,0.192771791024269,0.324009083783729,"ENSG00000006576","PHTF2"
"ENSG00000006607.14",4342.24999083186,0.0211814119539338,0.052337455786209,0.404708475713012,0.68569181128492,0.796762427998425,"ENSG00000006607","FARP2"
"ENSG00000006625.18",6737.51047954502,-0.217355147613452,0.0536849293594537,-4.04871814505195,5.14989195309342e-05,0.000317532198144102,"ENSG00000006625","GGCT"
"ENSG00000006634.8",5038.19289294283,-0.174551056167885,0.0805307545837951,-2.16750801690624,0.0301961390700369,0.0757911060323635,"ENSG00000006634","DBF4"
"ENSG00000006652.15",5022.66626516936,0.0874716380633129,0.0518026746148969,1.68855447548955,0.091304841103929,0.183535069110938,"ENSG00000006652","IFRD1"
"ENSG00000006695.12",918.303266964772,-0.113940139644752,0.113788795191332,-1.00133004706804,0.316667271009702,0.464972096588142,"ENSG00000006695","COX10"
"ENSG00000006704.11",1144.1579355631,-0.00550625356535568,0.381917508789327,-0.0144173897206505,0.988496985841109,0.993422591059401,"ENSG00000006704","GTF2IRD1"
"ENSG00000006712.15",1071.85361644091,-0.107342911907262,0.0911141050890472,-1.1781151974478,0.238750684133805,0.379436092457791,"ENSG00000006712","PAF1"
"ENSG00000006715.16",6697.44137251119,-0.0773041410060974,0.0538033547900876,-1.43679035085633,0.150777572963939,0.269767425065784,"ENSG00000006715","VPS41"
"ENSG00000006744.19",2304.37327644936,-0.0371393920450178,0.0747793678003991,-0.496652928975678,0.619433821527928,0.745006105891443,"ENSG00000006744","ELAC2"
"ENSG00000006756.16",2218.70343567974,-0.141872096289437,0.0578460726420319,-2.45257957558126,0.0141836003980282,0.0407146502982798,"ENSG00000006756","ARSD"
